Entry,Entry name,Status,Protein names,Gene names,Length
Q9NP55,BPIA1_HUMAN,reviewed,BPI fold-containing family A member 1 (Lung-specific protein X) (Nasopharyngeal carcinoma-related protein) (Palate lung and nasal epithelium clone protein) (Secretory protein in upper respiratory tracts) (Short PLUNC1) (SPLUNC1) (Tracheal epithelium-enriched protein) (Von Ebner protein Hl),BPIFA1 LUNX NASG PLUNC SPLUNC1 SPURT UNQ787/PRO1606,256
Q96B36,AKTS1_HUMAN,reviewed,Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate),AKT1S1 PRAS40,256
Q9Y2W7,CSEN_HUMAN,reviewed,Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3),KCNIP3 CSEN DREAM KCHIP3,256
O00584,RNT2_HUMAN,reviewed,Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6),RNASET2 RNASE6PL,256
O43752,STX6_HUMAN,reviewed,Syntaxin-6,STX6,255
Q96BD8,SKA1_HUMAN,reviewed,Spindle and kinetochore-associated protein 1,SKA1 C18orf24,255
P25788,PSA3_HUMAN,reviewed,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),PSMA3 HC8 PSC8,255
P09661,RU2A_HUMAN,reviewed,U2 small nuclear ribonucleoprotein A' (U2 snRNP A'),SNRPA1,255
P14207,FOLR2_HUMAN,reviewed,"Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)",FOLR2,255
P38117,ETFB_HUMAN,reviewed,Electron transfer flavoprotein subunit beta (Beta-ETF),ETFB FP585,255
P0DPD7,EFMT4_HUMAN,reviewed,EEF1A lysine methyltransferase 4 (EC 2.1.1.-),EEF1AKMT4,255
Q9H4M3,FBX44_HUMAN,reviewed,F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3),FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A,255
P08311,CATG_HUMAN,reviewed,Cathepsin G (CG) (EC 3.4.21.20),CTSG,255
P62258,1433E_HUMAN,reviewed,14-3-3 protein epsilon (14-3-3E),YWHAE,255
Q07011,TNR9_HUMAN,reviewed,Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (CDw137) (T-cell antigen 4-1BB homolog) (T-cell antigen ILA) (CD antigen CD137),TNFRSF9 CD137 ILA,255
P18669,PGAM1_HUMAN,reviewed,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),PGAM1 PGAMA CDABP0006,254
Q9UMS0,NFU1_HUMAN,reviewed,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)",NFU1 HIRIP5 CGI-33,254
P08637,FCG3A_HUMAN,reviewed,Low affinity immunoglobulin gamma Fc region receptor III-A (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),FCGR3A CD16A FCG3 FCGR3 IGFR3,254
P01213,PDYN_HUMAN,reviewed,Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)],PDYN,254
O95571,ETHE1_HUMAN,reviewed,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)",ETHE1 HSCO,254
Q9Y5K2,KLK4_HUMAN,reviewed,Kallikrein-4 (EC 3.4.21.-) (Enamel matrix serine proteinase 1) (Kallikrein-like protein 1) (KLK-L1) (Prostase) (Serine protease 17),KLK4 EMSP1 PRSS17 PSTS,254
P50402,EMD_HUMAN,reviewed,Emerin,EMD EDMD STA,254
Q9GZT6,CC90B_HUMAN,reviewed,"Coiled-coil domain-containing protein 90B, mitochondrial",CCDC90B CUA003 MDS011 MDS025,254
P01903,DRA_HUMAN,reviewed,"HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)",HLA-DRA HLA-DRA1,254
P01909,DQA1_HUMAN,reviewed,"HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1)",HLA-DQA1,254
Q9HBU1,BARX1_HUMAN,reviewed,Homeobox protein BarH-like 1,BARX1,254
P41273,TNFL9_HUMAN,reviewed,Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL),TNFSF9,254
P31213,S5A2_HUMAN,reviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 2 (EC 1.3.1.22) (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2) (Type II 5-alpha reductase),SRD5A2,254
Q08AS3,Q08AS3_HUMAN,unreviewed,"HLA class II histocompatibility antigen DQ alpha chain (HLA class II histocompatibility antigen, DQ alpha 1 chain) (HLA-DQA1 protein) (MHC class II antigen)",HLA-DQA1,254
Q96S44,PRPK_HUMAN,reviewed,EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase),TP53RK C20orf64 PRPK,253
P49862,KLK7_HUMAN,reviewed,Kallikrein-7 (hK7) (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (hSCCE),KLK7 PRSS6 SCCE,253
Q9Y696,CLIC4_HUMAN,reviewed,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1),CLIC4,253
P02746,C1QB_HUMAN,reviewed,Complement C1q subcomponent subunit B,C1QB,253
P00746,CFAD_HUMAN,reviewed,Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D),CFD DF PFD,253
P04156,PRIO_HUMAN,reviewed,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),PRNP ALTPRP PRIP PRP,253
O43291,SPIT2_HUMAN,reviewed,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),SPINT2 HAI2 KOP,252
P13725,ONCM_HUMAN,reviewed,Oncostatin-M (OSM),OSM,252
P40198,CEAM3_HUMAN,reviewed,Carcinoembryonic antigen-related cell adhesion molecule 3 (Carcinoembryonic antigen CGM1) (CD antigen CD66d),CEACAM3 CD66D CGM1,252
P15514,AREG_HUMAN,reviewed,Amphiregulin (AR) (Colorectum cell-derived growth factor) (CRDGF),AREG AREGB SDGF,252
Q96T66,NMNA3_HUMAN,reviewed,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 (NMN/NaMN adenylyltransferase 3) (Nicotinamide-nucleotide adenylyltransferase 3) (NMN adenylyltransferase 3) (Nicotinate-nucleotide adenylyltransferase 3) (NaMN adenylyltransferase 3) (EC 2.7.7.18) (Pyridine nucleotide adenylyltransferase 3) (PNAT-3) (EC 2.7.7.1),NMNAT3 FKSG76,252
P33316,DUT_HUMAN,reviewed,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,252
P53674,CRBB1_HUMAN,reviewed,Beta-crystallin B1 (Beta-B1 crystallin),CRYBB1,252
Q9Y5N6,ORC6_HUMAN,reviewed,Origin recognition complex subunit 6,ORC6 ORC6L,252
P53805,RCAN1_HUMAN,reviewed,Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1),RCAN1 ADAPT78 CSP1 DSC1 DSCR1,252
Q9NRX1,PNO1_HUMAN,reviewed,RNA-binding protein PNO1 (Partner of NOB1),PNO1,252
P20160,CAP7_HUMAN,reviewed,Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein) (HBP) (hHBP),AZU1,251
Q9BSH5,HDHD3_HUMAN,reviewed,Haloacid dehalogenase-like hydrolase domain-containing protein 3,HDHD3 C9orf158,251
Q9BUN8,DERL1_HUMAN,reviewed,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1),DERL1 DER1 UNQ243/PRO276,251
Q9GZV9,FGF23_HUMAN,reviewed,Fibroblast growth factor 23 (FGF-23) (Phosphatonin) (Tumor-derived hypophosphatemia-inducing factor) [Cleaved into: Fibroblast growth factor 23 N-terminal peptide; Fibroblast growth factor 23 C-terminal peptide],FGF23 HYPF UNQ3027/PRO9828,251
O95931,CBX7_HUMAN,reviewed,Chromobox protein homolog 7,CBX7,251
Q92688,AN32B_HUMAN,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29),ANP32B APRIL PHAPI2,251
Q9NX20,RM16_HUMAN,reviewed,"39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)",MRPL16 PNAS-111,251
A6NIH7,U119B_HUMAN,reviewed,Protein unc-119 homolog B,UNC119B,251
O95150,TNF15_HUMAN,reviewed,"Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor) [Cleaved into: Tumor necrosis factor ligand superfamily member 15, membrane form; Tumor necrosis factor ligand superfamily member 15, secreted form]",TNFSF15 TL1 VEGI,251
Q6ZNX1,SHLD3_HUMAN,reviewed,Shieldin complex subunit 3 (REV7-interacting novel NHEJ regulator 1) (Shield complex subunit 3),SHLD3 FLJ26957 RINN1,250
P30793,GCH1_HUMAN,reviewed,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),GCH1 DYT5 GCH,250
Q9HD33,RM47_HUMAN,reviewed,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47) (Mitochondrial large ribosomal subunit protein uL29m) (Nasopharyngeal carcinoma metastasis-related protein 1)",MRPL47 NCM1 CGI-204,250
P19256,LFA3_HUMAN,reviewed,Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58),CD58 LFA3,250
P17931,LEG3_HUMAN,reviewed,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),LGALS3 MAC2,250
Q96EY8,MMAB_HUMAN,reviewed,"Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B protein)",MMAB,250
A6ND01,JUNO_HUMAN,reviewed,Sperm-egg fusion protein Juno (Folate receptor 4) (Folate receptor delta) (FR-delta) (IZUMO1 receptor protein JUNO),IZUMO1R FOLR4 JUNO,250
Q6ZN17,LN28B_HUMAN,reviewed,Protein lin-28 homolog B (Lin-28B),LIN28B CSDD2,250
P06340,DOA_HUMAN,reviewed,"HLA class II histocompatibility antigen, DO alpha chain (MHC DN-alpha) (MHC DZ alpha) (MHC class II antigen DOA)",HLA-DOA HLA-DNA HLA-DZA,250
O75888,TNF13_HUMAN,reviewed,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256),TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715,250
Q9Y3A5,SBDS_HUMAN,reviewed,Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein),SBDS CGI-97,250
P13984,T2FB_HUMAN,reviewed,General transcription factor IIF subunit 2 (EC 3.6.4.12) (ATP-dependent helicase GTF2F2) (General transcription factor IIF 30 kDa subunit) (Transcription initiation factor IIF subunit beta) (TFIIF-beta) (Transcription initiation factor RAP30),GTF2F2 RAP30,249
Q8N4B1,SESQ1_HUMAN,reviewed,Sesquipedalian-1 (Ses1) (27 kDa inositol polyphosphate phosphatase-interacting protein A) (IPIP27A) (PH domain-containing endocytic trafficking adaptor 1),PHETA1 FAM109A,249
P60174,TPIS_HUMAN,reviewed,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase),TPI1 TPI,249
P62753,RS6_HUMAN,reviewed,40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6),RPS6 OK/SW-cl.2,249
Q9UNL4,ING4_HUMAN,reviewed,Inhibitor of growth protein 4 (p29ING4),ING4 My036,249
Q06323,PSME1_HUMAN,reviewed,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),PSME1 IFI5111,249
P19404,NDUV2_HUMAN,reviewed,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2,249
P39687,AN32A_HUMAN,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI),ANP32A C15orf1 LANP MAPM PHAP1,249
Q8WV92,MITD1_HUMAN,reviewed,MIT domain-containing protein 1,MITD1,249
Q9P0L0,VAPA_HUMAN,reviewed,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),VAPA VAP33,249
O43508,TNF12_HUMAN,reviewed,"Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]",TNFSF12 APO3L DR3LG UNQ181/PRO207,249
Q9BY14,TX101_HUMAN,reviewed,Testis-expressed protein 101 (Cell surface receptor NYD-SP8) (Scleroderma-associated autoantigen) (Spermatogenesis-related gene protein),TEX101 SGRG UNQ867/PRO1884,249
Q56A73,SPIN4_HUMAN,reviewed,Spindlin-4,SPIN4,249
O60499,STX10_HUMAN,reviewed,Syntaxin-10 (Syn10),STX10 SYN10,249
Q8TBE9,NANP_HUMAN,reviewed,N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase),NANP C20orf147 HDHD4,248
Q07955,SRSF1_HUMAN,reviewed,"Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)",SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,248
O14818,PSA7_HUMAN,reviewed,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7 HSPC,248
P11226,MBL2_HUMAN,reviewed,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),MBL2 COLEC1 MBL,248
P25189,MYP0_HUMAN,reviewed,Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero),MPZ,248
P31947,1433S_HUMAN,reviewed,14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin),SFN HME1,248
P09496,CLCA_HUMAN,reviewed,Clathrin light chain A (Lca),CLTA,248
P18124,RL7_HUMAN,reviewed,60S ribosomal protein L7 (Large ribosomal subunit protein uL30),RPL7,248
Q96MF7,NSE2_HUMAN,reviewed,E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (hMMS21) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog),NSMCE2 C8orf36 MMS21,247
Q16653,MOG_HUMAN,reviewed,Myelin-oligodendrocyte glycoprotein,MOG,247
P23946,CMA1_HUMAN,reviewed,Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I),CMA1 CYH CYM,247
P23560,BDNF_HUMAN,reviewed,Brain-derived neurotrophic factor (BDNF) (Abrineurin) [Cleaved into: BDNF precursor form (ProBDNF)],BDNF,247
P61981,1433G_HUMAN,reviewed,"14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]",YWHAG,247
P10144,GRAB_HUMAN,reviewed,Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E),GZMB CGL1 CSPB CTLA1 GRB,247
O15247,CLIC2_HUMAN,reviewed,Chloride intracellular channel protein 2 (XAP121),CLIC2,247
P07477,TRY1_HUMAN,reviewed,Trypsin-1 (EC 3.4.21.4) (Beta-trypsin) (Cationic trypsinogen) (Serine protease 1) (Trypsin I) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2],PRSS1 TRP1 TRY1 TRYP1,247
Q9Y5K8,VATD_HUMAN,reviewed,V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D),ATP6V1D ATP6M VATD,247
Q8N1Q8,THEM5_HUMAN,reviewed,Acyl-coenzyme A thioesterase THEM5 (Acyl-CoA thioesterase THEM5) (EC 3.1.2.2) (Acyl-coenzyme A thioesterase 15) (Thioesterase superfamily member 5),THEM5 ACOT15,247
Q00059,TFAM_HUMAN,reviewed,"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)",TFAM TCF6 TCF6L2,246
O15305,PMM2_HUMAN,reviewed,Phosphomannomutase 2 (PMM 2) (EC 5.4.2.8),PMM2,246
O75586,MED6_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 6 (Activator-recruited cofactor 33 kDa component) (ARC33) (Mediator complex subunit 6) (hMed6) (Renal carcinoma antigen NY-REN-28),MED6 ARC33,246
Q9UI43,MRM2_HUMAN,reviewed,"rRNA methyltransferase 2, mitochondrial (EC 2.1.1.-) (16S rRNA (uridine(1369)-2'-O)-methyltransferase) (16S rRNA [Um1369] 2'-O-methyltransferase) (Protein ftsJ homolog 2)",MRM2 FJH1 FTSJ2,246
P20718,GRAH_HUMAN,reviewed,Granzyme H (EC 3.4.21.-) (CCP-X) (Cathepsin G-like 2) (CTSGL2) (Cytotoxic T-lymphocyte proteinase) (Cytotoxic serine protease C) (CSP-C),GZMH CGL2 CTSGL2,246
Q04917,1433F_HUMAN,reviewed,14-3-3 protein eta (Protein AS1),YWHAH YWHA1,246
Q9HCU9,BRMS1_HUMAN,reviewed,Breast cancer metastasis-suppressor 1,BRMS1,246
P51572,BAP31_HUMAN,reviewed,B-cell receptor-associated protein 31 (BCR-associated protein 31) (Bap31) (6C6-AG tumor-associated antigen) (Protein CDM) (p28),BCAP31 BAP31 DXS1357E,246
P31946,1433B_HUMAN,reviewed,"14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]",YWHAB,246
Q5VY80,ULBP6_HUMAN,reviewed,UL16-binding protein 6 (Retinoic acid early transcript 1L protein),RAET1L ULBP6,246
P60900,PSA6_HUMAN,reviewed,Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain),PSMA6 PROS27,246
O60573,IF4E2_HUMAN,reviewed,Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (h4EHP) (mRNA cap-binding protein type 3),EIF4E2 EIF4EL3,245
P51580,TPMT_HUMAN,reviewed,Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase),TPMT,245
Q92913,FGF13_HUMAN,reviewed,Fibroblast growth factor 13 (FGF-13) (Fibroblast growth factor homologous factor 2) (FHF-2),FGF13 FHF2,245
P56537,IF6_HUMAN,reviewed,Eukaryotic translation initiation factor 6 (eIF-6) (B(2)GCN homolog) (B4 integrin interactor) (CAB) (p27(BBP)),EIF6 EIF3A ITGB4BP OK/SW-cl.27,245
P02745,C1QA_HUMAN,reviewed,Complement C1q subcomponent subunit A,C1QA,245
Q9NPD3,EXOS4_HUMAN,reviewed,Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A),EXOSC4 RRP41 SKI6,245
P02747,C1QC_HUMAN,reviewed,Complement C1q subcomponent subunit C,C1QC C1QG,245
P63104,1433Z_HUMAN,reviewed,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),YWHAZ,245
Q9BUT1,BDH2_HUMAN,reviewed,3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (Oxidoreductase UCPA) (R-beta-hydroxybutyrate dehydrogenase) (Short chain dehydrogenase/reductase family 15C member 1),BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933,245
P27348,1433T_HUMAN,reviewed,14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1),YWHAQ,245
X6RFN3,X6RFN3_HUMAN,unreviewed,E3 ubiquitin-protein ligase RING2 (RING finger protein 1B) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2) (Fragment),RNF2,245
Q6IQ22,RAB12_HUMAN,reviewed,Ras-related protein Rab-12,RAB12,244
Q495A1,TIGIT_HUMAN,reviewed,T-cell immunoreceptor with Ig and ITIM domains (V-set and immunoglobulin domain-containing protein 9) (V-set and transmembrane domain-containing protein 3),TIGIT VSIG9 VSTM3,244
Q06643,TNFC_HUMAN,reviewed,Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3),LTB TNFC TNFSF3,244
A0JLT2,MED19_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19),MED19 LCMR1,244
Q92876,KLK6_HUMAN,reviewed,Kallikrein-6 (EC 3.4.21.-) (Neurosin) (Protease M) (SP59) (Serine protease 18) (Serine protease 9) (Zyme),KLK6 PRSS18 PRSS9,244
P0CG29,GST2_HUMAN,reviewed,Glutathione S-transferase theta-2 (EC 2.5.1.18) (GST class-theta-2),GSTT2,244
Q92979,NEP1_HUMAN,reviewed,Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1),EMG1 C2F,244
P0CG30,GSTT2_HUMAN,reviewed,Glutathione S-transferase theta-2B (EC 2.5.1.18) (GST class-theta-2) (Glutathione S-transferase theta-2),GSTT2B GSTT2,244
Q7Z4W1,DCXR_HUMAN,reviewed,L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H),DCXR SDR20C1,244
Q15848,ADIPO_HUMAN,reviewed,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)",ADIPOQ ACDC ACRP30 APM1 GBP28,244
P09417,DHPR_HUMAN,reviewed,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),QDPR DHPR SDR33C1,244
Q9BZM4,ULBP3_HUMAN,reviewed,UL16-binding protein 3 (ALCAN-gamma) (NKG2D ligand 3) (N2DL-3) (NKG2DL3) (Retinoic acid early transcript 1N),ULBP3 N2DL3 RAET1N,244
P61587,RND3_HUMAN,reviewed,Rho-related GTP-binding protein RhoE (Protein MemB) (Rho family GTPase 3) (Rho-related GTP-binding protein Rho8) (Rnd3),RND3 ARHE RHO8 RHOE,244
O95926,SYF2_HUMAN,reviewed,Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (p29),SYF2 CBPIN GCIPIP,243
Q9GZY6,NTAL_HUMAN,reviewed,Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein),LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046,243
